face_id,solid_index,surface_type,area,center_x,center_y,center_z,normal_x,normal_y,normal_z
49,13,6,0.015147,-3.718112,-5.754195,-7.056346,0.136885,-0.944641,0.298187
50,13,0,0.002761,-3.956251,-5.830879,-7.493623,-0.417198,0.000000,-0.908816
51,13,6,0.018703,-3.727766,-5.294089,-7.074073,-0.283317,0.734050,-0.617172
52,14,6,0.091538,0.000141,-36.765798,-3.395592,0.973004,-0.206275,-0.103511
53,14,6,0.091538,0.000141,-36.652695,-3.395592,0.938090,0.252239,0.237409
54,15,0,0.295409,0.000000,0.527813,3.093523,1.000000,0.000000,0.000000
55,15,0,0.006414,-0.007267,0.676494,2.678098,0.000000,0.097161,-0.995269
56,15,0,0.295409,-0.014534,0.527813,3.093523,-1.000000,0.000000,0.000000
57,15,0,0.015667,-0.007267,0.352842,3.185513,0.000000,-0.981197,-0.193011
58,15,0,0.001680,-0.007267,0.306606,3.714369,0.000000,0.000000,1.000000
59,15,0,0.016652,-0.007267,0.630258,3.206954,0.000000,0.885783,0.464100
60,16,0,0.183367,0.000000,-19.487987,2.826408,1.000000,0.000000,0.000000
61,16,0,0.006404,-0.007267,-19.382843,2.589867,0.000000,0.078702,-0.996898
62,16,0,0.183367,-0.014534,-19.487987,2.826408,-1.000000,0.000000,0.000000
63,16,0,0.008142,-0.007267,-19.668665,2.844688,0.000000,-0.971668,-0.236352
64,16,0,0.008826,-0.007267,-19.328317,2.862027,0.000000,0.839253,0.543741
65,16,0,0.003509,-0.007267,-19.614139,3.116848,0.000000,0.000000,1.000000
66,17,6,16.851236,11.750703,5.806111,-3.894992,0.916887,0.191175,0.350386
67,17,0,7.830844,11.302634,7.485172,-4.577320,0.000000,0.009061,-0.999959
68,17,0,2.445553,11.302664,0.714224,-4.373235,0.000000,-0.161357,-0.986896
69,17,0,3.152802,11.302634,3.506849,-4.601901,0.000000,0.000000,-1.000000
70,17,6,16.851280,10.854565,5.806101,-3.894993,-0.916887,0.191175,0.350386
71,18,6,0.094753,0.065967,20.485604,2.795051,0.222575,0.109087,0.968793
72,18,6,0.094753,-0.065967,20.485604,2.795051,-0.222575,-0.109087,0.968793
73,19,6,0.094753,0.065967,20.870553,2.795051,0.114616,0.171939,0.978417
