face_id,solid_index,surface_type,area,center_x,center_y,center_z,normal_x,normal_y,normal_z
792,32,6,0.009798,-5.067244,7.009476,0.220552,-0.583121,0.066019,-0.809699
793,32,6,0.001213,-5.166739,7.055240,0.504867,-0.976676,-0.207998,0.053304
794,32,6,0.000559,-4.969233,7.059081,0.507037,0.987461,-0.126775,0.094066
795,32,0,0.032035,-5.068618,7.900000,0.499242,0.000000,1.000000,0.000000
796,32,1,0.030812,-5.061979,6.946810,0.484680,0.972984,-0.230873,0.000000
797,32,6,0.021736,-5.062641,6.974522,0.621628,-0.375743,-0.819447,0.432810
798,32,0,0.000012,-5.064074,6.995455,0.650000,0.000000,0.000000,1.000000
799,32,6,0.030502,-5.062924,6.902110,0.364762,0.693638,-0.427975,0.579400
800,32,6,0.002571,-5.131414,6.957398,0.292947,-0.993356,-0.065533,0.094597
801,32,6,0.010295,-5.060576,6.963572,0.221941,-0.533907,0.079652,-0.841783
802,32,6,0.003932,-4.992896,6.963077,0.303474,0.990106,0.032701,0.136456
803,32,1,0.000655,-5.133304,6.465138,0.280917,-0.976399,0.000000,0.215973
804,32,0,0.000151,-5.064074,6.995455,0.200000,0.000000,0.000000,-1.000000
805,32,6,0.000637,-5.133339,6.495454,0.249985,-0.963966,-0.000011,-0.266024
806,32,1,0.014066,-5.078070,6.492909,0.327699,-0.802955,0.596040,0.000000
807,32,0,0.016252,-5.064074,6.495455,0.350000,0.000000,0.000000,1.000000
808,32,6,0.033876,-5.057808,6.414934,0.260757,-0.962880,-0.052119,0.264849
809,32,6,0.004078,-5.046064,6.932336,0.225833,0.949275,0.098992,-0.298458
810,32,0,0.000011,-5.058402,6.380000,0.266783,0.000000,-1.000000,0.000000
811,33,1,0.002217,-5.108891,6.372033,0.736362,-0.677689,0.201837,0.707107
812,33,0,0.009453,-5.069715,6.351136,0.740000,0.000000,0.000000,1.000000
813,33,1,0.002219,-5.030416,6.368707,0.736371,0.674330,0.212788,0.707107
814,33,0,0.004225,-5.026826,6.369422,0.715000,0.953647,0.300928,0.000000
815,33,0,0.004246,-5.112272,6.373396,0.715000,-0.958397,0.285440,0.000000
816,33,0,0.007103,-4.996386,6.366887,0.700000,0.000000,0.000000,1.000000
817,33,0,0.007103,-5.141573,6.372551,0.700000,0.000000,0.000000,1.000000
818,33,1,0.002217,-5.193369,6.472557,0.736362,-0.164049,0.687814,0.707107
